,IRMS_C.2,IRMS_C.1.1,IRMS_C.1,I2,IRMS_B.1,IRMS_B.2,I1,IRMS_B.3,I3,V1,V2,V3,P1,P2,P3,Q1,Q2,Q3,TIMESTAMP,LOG(I1),LOG(I2),LOG(I3),I1_diff(2),I2_diff(2),I3_diff(2)
81,140.263,140.263,140.263,169.58503904100002,153.876853759,171.088348624,0.928,0.845,0.904,241.424,242.837,244.368,147.001,136.278,140.263,169.58503904100002,153.876853759,171.088348624,01-09-2020 00:01:21,-0.07472354619593642,5.133354506265139,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
82,140.534,140.534,140.534,169.012628269,153.91579519799998,170.516587851,0.928,0.846,0.903,241.407,242.811,244.338,147.291,136.68,140.534,169.012628269,153.91579519799998,170.516587851,01-09-2020 00:01:22,-0.07472354619593642,5.12997343561662,-0.10203272556515161,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
83,139.284,139.284,139.284,169.795694736,154.179051662,170.792241675,0.926,0.843,0.9,241.502,242.902,244.436,146.009,135.44899999999998,139.284,169.795694736,154.179051662,170.792241675,01-09-2020 00:01:23,-0.07688104433595762,5.134595918644145,-0.10536051565782628,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
84,140.71200000000002,140.71200000000002,140.71200000000002,169.583036212,153.896651442,170.73256371899998,0.929,0.847,0.903,241.489,242.896,244.43,147.393,136.66299999999998,140.71200000000002,169.583036212,153.896651442,170.73256371899998,01-09-2020 00:01:24,-0.07364654016829848,5.13334269602033,-0.10203272556515161,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
85,141.664,141.664,141.664,168.97898396,153.508884843,170.079785995,0.931,0.848,0.906,241.367,242.774,244.313,148.451,137.798,141.664,168.97898396,153.508884843,170.079785995,01-09-2020 00:01:25,-0.07149600170506992,5.129774351924044,-0.0987159729391577,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
86,140.673,140.673,140.673,169.607197765,154.056558107,170.68524316399998,0.929,0.846,0.904,241.486,242.893,244.427,147.414,136.805,140.673,169.607197765,154.056558107,170.68524316399998,01-09-2020 00:01:26,-0.07364654016829848,5.133485162109388,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
87,141.418,141.418,141.418,169.437044646,154.042394673,170.234237782,0.93,0.8490000000000001,0.905,241.42,242.832,244.374,148.05700000000002,137.532,141.418,169.437044646,154.042394673,170.234237782,01-09-2020 00:01:27,-0.07257069283483537,5.13248143981005,-0.0998203352822109,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
88,140.634,140.634,140.634,169.388593239,154.318347249,171.088931827,0.929,0.847,0.904,241.488,242.892,244.429,147.224,136.66899999999998,140.634,169.388593239,154.318347249,171.088931827,01-09-2020 00:01:28,-0.07364654016829848,5.132195443699291,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
89,140.634,140.634,140.634,169.388593239,154.318347249,171.088931827,0.929,0.847,0.904,241.488,242.892,244.429,147.224,136.66899999999998,140.634,169.388593239,154.318347249,171.088931827,01-09-2020 00:01:29,-0.07364654016829848,5.132195443699291,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
90,141.485,141.485,141.485,169.276673425,154.074876055,170.765822551,0.931,0.8490000000000001,0.905,241.509,242.919,244.445,148.314,137.561,141.485,169.276673425,154.074876055,170.765822551,01-09-2020 00:01:30,-0.07149600170506992,5.1315344971595005,-0.0998203352822109,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
91,139.692,139.692,139.692,169.113203604,153.719903388,170.391860976,0.926,0.845,0.901,241.403,242.778,244.316,146.592,136.139,139.692,169.113203604,153.719903388,170.391860976,01-09-2020 00:01:31,-0.07688104433595762,5.130568334488493,-0.10425002137379911,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
92,139.692,139.692,139.692,169.113203604,153.719903388,170.391860976,0.926,0.845,0.901,241.403,242.778,244.316,146.592,136.139,139.692,169.113203604,153.719903388,170.391860976,01-09-2020 00:01:32,-0.07688104433595762,5.130568334488493,-0.10425002137379911,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
93,141.096,141.096,141.096,169.093723402,153.971831671,170.746937039,0.929,0.8490000000000001,0.904,241.456,242.83,244.372,147.757,137.469,141.096,169.093723402,153.971831671,170.746937039,01-09-2020 00:01:33,-0.07364654016829848,5.130453137545639,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
94,141.096,141.096,141.096,169.093723402,153.971831671,170.746937039,0.929,0.8490000000000001,0.904,241.456,242.83,244.372,147.757,137.469,141.096,169.093723402,153.971831671,170.746937039,01-09-2020 00:01:34,-0.07364654016829848,5.130453137545639,-0.10092591858996053,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
95,139.812,139.812,139.812,169.223952264,154.195129789,170.538233161,0.926,0.846,0.902,241.413,242.794,244.324,146.688,136.19299999999998,139.812,169.223952264,154.195129789,170.538233161,01-09-2020 00:01:35,-0.07688104433595762,5.1312229989971625,-0.10314075891951337,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
96,141.39700000000002,141.39700000000002,141.39700000000002,168.72400896899998,153.98455209899998,170.659610639,0.93,0.8490000000000001,0.905,241.443,242.84,244.365,148.227,137.852,141.39700000000002,168.72400896899998,153.98455209899998,170.659610639,01-09-2020 00:01:36,-0.07257069283483537,5.128264296965754,-0.0998203352822109,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
97,140.546,140.546,140.546,169.027545434,153.778977975,170.531148022,0.928,0.847,0.902,241.46400000000003,242.828,244.378,147.304,136.92700000000002,140.546,169.027545434,153.778977975,170.531148022,01-09-2020 00:01:37,-0.07472354619593642,5.1300616923752544,-0.10314075891951337,0 days 00:00:02,0 days 00:00:02,0 days 00:00:02
98,141.85299999999998,141.85299999999998,141.85299999999998,169.04500427,153.607563327,170.30669671,0.931,0.85,0.906,241.445,242.824,244.36900000000003,148.509,138.26,141.85299999999998,169.04500427,153.607563327,170.30669671,01-09-2020 00:01:38,-0.07149600170506992,5.130164976927821,-0.0987159729391577,,,
99,140.13299999999998,140.13299999999998,140.13299999999998,169.357773562,154.323066244,170.929778757,0.927,0.846,0.903,241.526,242.89,244.432,146.804,136.306,140.13299999999998,169.357773562,154.323066244,170.929778757,01-09-2020 00:01:39,-0.07580171341628185,5.132013480554558,-0.10203272556515161,,,
